RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
151,020074000,917,RUGBY RD,,Single Family,2 Sty Excellent,A,Shingles,Hardwood,Hot Water Radiator,2,1939,11,5,1,4,0,,,No Basement,Brick Veneer,2.00,3912
152,020075000,915,RUGBY RD,,Single Family,1.5 Story,A -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1947,6,3,1,2,0,,,Partial Basement,Brick Veneer,1.50,2630
153,020076000,905,RUGBY RD,,Single Family,1.5 Sty Excellent,A -,Slate,Hardwood,Forced Air,1,2023,10,3,No dat,2,0,,,No Basement,Stucco,1.66,3286
154,020077000,901,RUGBY RD,,Single Family,1.5 Sty (Avg),B +,Shingles,W/W Carpet,Hot Water Radiator,1,1951,10,4,1,4,0,1554,1276,Partial Basement,Brick Veneer,1.75,3130
155,030001000,1106,RUGBY RD,,Single Family,2 Story,B +,Shingles,Hardwood,Hot Water Radiator,1,1910,10,6,2,2,0,300,150,Partial Basement,Wood,2.00,2700
156,030002000,1102,RUGBY RD,,Single Family,2 Story (Avg),B +,Shingles,Hardwood,Hot Water Radiator,1,1930,7,4,0,3,0,567,,Partial Basement,Wood,2.00,2385
157,030003000,1717,RUGBY AVE,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Hot Water Radiator,3,1925,7,3,0,2,1,1548,,Partial Basement,Wood,1.00,1962
158,030004000,1711,RUGBY AVE,,Single Family,1.5 Story,B++,Architectural Shingles,Hardwood,Hot Water Radiator,1,1925,9,3,0,2,0,,,No Basement,Cedar,1.75,2428
159,030005000,1715,RUGBY AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1939,6,3,0,2,0,297,,Partial Basement,Wood,1.00,1438
160,030006000,1701,RUGBY AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,2,1956,10,4,1,3,1,1500,958,Full Basement,Brick Veneer,1.50,2250
161,030006100,1705,RUGBY AVE,,Single Family-1 Conversion,2 Story,B +,Shingles,Hardwood,Forced Air,2,1927,10,4,1,2,0,1172,250,Partial Basement,Brick Veneer,2.00,2986
162,030006100,1705,RUGBY AVE,,Single Family-1 Conversion,1 Story,B,Shingles,Hardwood,Forced Air,0,1928,3,1,0,2,1,604,,Full Basement,Brick Veneer,1.00,604
163,030007000,1106,STONEFIELD LN,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1947,5,2,0,1,0,,,No Basement,Concrete Block,1.00,1035
164,030008000,1643,RUGBY AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1947,6,3,0,2,0,,,No Basement,Wood Shingle,1.00,1628
165,030009000,1641,RUGBY AVE,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,1,1950,4,2,0,1,0,825,,Full Basement,Concrete Block,1.00,825
166,030010000,1637,RUGBY AVE,,Single Family-1 Conversion,1.5 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1935,8,4,0,3,0,800,,Partial Basement,Wood,1.66,2028
167,030011000,1627,RUGBY AVE,,Vacant Land,1.5 Story,B,Shingles,Hardwood,Forced Air,2,1948,8,3,0,2,0,749,375,Full Basement,Concrete Block,1.50,1273
168,030011000,1627,RUGBY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
169,030012000,1625,RUGBY AVE,,Single Family-1 Conversion,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,1,1955,9,4,0,3,0,912,912,Partial Basement,Wood,2.00,1579
170,030013000,1623,RUGBY AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1949,6,2,0,1,0,,,No Basement,Wood,1.00,900
171,030014000,1621,RUGBY AVE,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1948,9,4,1,3,No dat,768,379,Partial Basement,Wood,1.50,2490
172,030015000,1105,HERNDON RD,,Single Family,1.5 Story,B++,Metal,Hardwood,Heat Pump,1,1948,9,4,No dat,3,0,,,No Basement,Hardy Board,1.75,2383
173,030016000,1549,RUGBY AVE,,Single Family,1.5 Story,B++,Architectural Shingles,Hardwood,Hot Water Radiator,1,1951,10,4,1,2,0,883,,Partial Basement,Brick Veneer,1.50,3233
174,030018000,1545,RUGBY AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1953,5,2,0,1,0,,,No Basement,Brick Veneer,1.00,1094
175,030019000,1600,RUGBY AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1950,6,2,0,2,0,,,No Basement,Concrete Block,1.00,1316
176,030020000,1606,RUGBY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1946,8,4,0,2,0,,,No Basement,Aluminum,2.00,2564
177,030021000,1610,RUGBY AVE,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1944,8,4,0,3,0,664,,Partial Basement,Hardy Board,1.66,2147
178,030022000,1620,RUGBY AVE,,Single Family-2 Conversion,1 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,1951,5,3,0,2,0,1142,650,Full Basement,Wood,1.00,1142
179,030022000,1620,RUGBY AVE,,Single Family-2 Conversion,2 Story,C,Shingles,Hardwood,Heat Pump,0,1955,7,3,0,2,0,,,No Basement,Concrete Block,2.00,1344
180,030023000,1618,RUGBY AVE,,Single Family,1.5 Story,C +,Shingles,Hardwood,Heat Pump,1,2006,4,1,1,1,0,,,No Basement,Wood,1.50,648
181,030023000,1618,RUGBY AVE,,Single Family,1.5 Sty (Avg),B -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1948,7,4,1,3,1,1114,,Cellar,Aluminum,1.50,1608
182,030024000,1626,RUGBY AVE,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,2,1952,8,3,1,3,0,1002,1002,Partial Basement,Brick Veneer,1.66,2604
183,030024100,1621,WESTWOOD RD,,Single Family,1.5 Story,A,Metal,Hardwood,Forced Air,1,1994,7,4,1,3,0,,,No Basement,Wood,1.50,3449
184,030025000,1619,WESTWOOD RD,,Single Family,1 Story,C++,Architectural Shingles,Hardwood,Forced Air,2,1952,7,2,0,2,0,1350,969,Full Basement,Brick Veneer,1.00,1350
185,030026000,1617,WESTWOOD RD,,Single Family,2 Sty Excellent,B +,Architectural Shingles,Hardwood,Hot Water Radiator,2,1946,9,4,1,3,0,180,,Cellar,Concrete Block,2.00,2926
186,030027000,1615,WESTWOOD RD,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1949,6,3,0,1,0,551,,Partial Basement,Asbestos,1.50,1624
187,030028000,1611,WESTWOOD RD,,Single Family,1.5 Sty Transitional,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1951,10,3,0,2,0,1493,,Partial Basement,Brick Veneer,1.75,2564
188,030029000,1610,WESTWOOD RD,,Single Family,1 Sty Excellent,B++,Architectural Shingles,Hardwood,Forced Air,2,1951,10,5,1,3,1,1672,1105,Partial Basement,Cedar,1.00,1805
189,030030000,1614,WESTWOOD RD,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1951,6,3,0,2,0,926,,Partial Basement,Wood,1.00,1792
190,030031000,1618,WESTWOOD RD,,Single Family,1 Story,A,Architectural Shingles,Hardwood,Heat Pump,1,1951,7,3,2,4,0,1907,977,Walkout Basement,Wood,1.00,2367
191,030032000,1622,WESTWOOD RD,,Single Family,1 Story,B -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1953,9,3,0,3,1,1200,795,Full Basement,Brick Veneer,1.33,1500
192,030033000,1629,HARDWOOD AVE,,Single Family,1 Sty No Bsmt,B +,Architectural Shingles,Hardwood,Heat Pump,1,1954,9,3,No dat,3,0,,,No Basement,Brick Veneer,1.00,2280
193,030034000,1625,HARDWOOD AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1954,8,3,0,2,0,,,No Basement,Wood,1.50,2144
194,030035000,1619,HARDWOOD AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,0,1952,6,3,0,2,0,,,No Basement,Asbestos,1.00,1521
195,030036000,1620,HARDWOOD AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1952,7,3,0,2,1,1425,,Full Basement,Wood,1.00,1425
196,030037000,1624,HARDWOOD AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1953,6,4,1,1,0,1200,200,Full Basement,Asbestos,1.00,1200
197,030038000,1630,HARDWOOD AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1954,5,2,0,1,0,1295,,Full Basement,Brick Veneer,1.00,1295
198,030039000,1143,KENSINGTON AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1953,8,3,0,2,0,1477,1477,Full Basement,Wood,1.00,1477
199,030040000,1147,KENSINGTON AVE,,Duplex,1 Story,C,Architectural Shingles,Hardwood,Hot Water Radiator,1,1954,9,4,1,2,0,1189,600,Partial Basement,Brick Veneer,1.00,1478
200,030041000,1151,KENSINGTON AVE,,Single Family,1.5 Story,B++,Architectural Shingles,Hardwood,Heat Pump,2,1955,10,4,0,4,0,1380,1380,Full Basement,Hardy Board,1.75,2624
201,030042000,1155,KENSINGTON AVE,,Single Family,1.5 Story,B +,Shingles,Hardwood,Heat Pump,1,1954,8,3,0,2,0,924,225,Full Basement,Brick Veneer,1.66,1534
202,030043000,1159,KENSINGTON AVE,,Single Family-1 Conversion,1.5 Story,B,Copper,Hardwood,Radiant,1,1952,10,4,0,5,2,1538,350,Walkout Basement,Brick Veneer,1.50,2208
203,030044000,1163,KENSINGTON AVE,,Single Family,1 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1953,6,2,0,2,0,1040,,Partial Basement,Wood,1.00,1586
204,030045000,1698,RUGBY AVE,,Single Family,2 Story,A,Architectural Shingles,Hardwood,Hot Water Radiator,2,1952,9,3,1,2,0,1348,616,Partial Basement,Brick Veneer,2.00,2746
205,030045100,1165,KENSINGTON AVE,,Single Family,2 Story,B,Metal,Hardwood,Forced Air,0,1947,6,1,0,2,1,,,No Basement,Concrete Block,2.0,2046
206,030046000,1700,RUGBY AVE,,Single Family,2 Story,A -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1938,10,4,1,3,0,816,,Partial Basement,Brick Veneer,2.00,2806
207,030047000,1702,RUGBY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1938,7,3,1,2,0,825,,Partial Basement,Brick Veneer,2.00,1750
208,030048000,1706,RUGBY AVE,,Single Family,1.5 Story,C++,Architectural Shingles,Hardwood,Hot Water Radiator,1,1939,5,4,1,1,1,806,,Cellar,Brick Veneer,1.66,1338
209,030049000,1708,RUGBY AVE,,Single Family-1 Conversion,1.5 Story,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1939,8,4,0,3,2,768,510,Partial Basement,Brick Veneer,1.75,2478
210,030050000,1710,RUGBY AVE,,Single Family,1 Sty w/ Bsmt,C++,Architectural Shingles,Hardwood,Hot Water Radiator,1,1937,8,3,0,2,0,1014,830,Full Basement,Wood,1.00,1054
211,030051000,1718,RUGBY AVE,,Single Family,1.5 Story,B -,Metal,Hardwood,Forced Air,1,1935,8,5,No dat,4,0,,,No Basement,Wood,1.50,2278
212,030052000,1006,RUGBY RD,,Single Family,2 Story,B++,Metal,Hardwood,Forced Air,3,1916,10,5,2,3,0,754,754,Partial Basement,Stucco,2.00,2976
213,030052100,1004,RUGBY RD,,Single Family,1 Story,B +,Metal,Hardwood,Hot Water Radiator,1,1932,5,1,0,3,0,330,330,Partial Basement,Stucco,1.00,1147
214,030053000,1224,PRESTON AVE,A&B,Duplex,1 Story,C,Shingles,Other,Forced Air,0,1958,8,4,0,2,0,660,660,Full Basement,Wood,1.00,660
215,030054000,1222,PRESTON AVE,,Single Family,1 Story,D,Architectural Shingles,Hardwood,Floor Furnace,0,1925,4,2,0,1,0,757,,Full Basement,Aluminum,1.00,757
216,030055000,1220,PRESTON AVE,,Single Family-1 Conversion,1 Story,D,Architectural Shingles,Hardwood,Forced Air,1,1958,7,4,0,2,0,1236,750,Full Basement,Concrete Block,1.00,1236
217,030056000,1218,PRESTON AVE,,Single Family-1 Conversion,2 Story,C,Metal,Hardwood,Forced Air,0,1910,7,4,0,1,0,399,,Partial Basement,Clapboard,2.00,1360
218,030057000,1216,PRESTON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
219,030058000,1212,PRESTON AVE,,Single Family-1 Conversion,Split-Foyer,C,Architectural Shingles,Hardwood,Forced Air,0,1970,7,3,0,2,1,975,725,Full Basement,Brick Veneer,1.00,1035
220,030059000,1214,PRESTON AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1949,5,2,0,1,0,510,260,Partial Basement,Concrete Block,1.00,910
221,030060000,0,ROBINSON WOODS,,Common Area,No Style,C,N/A,None,Not Applicable,0,0,0,0,0,0,,0,0,N/A,Not Applicable,0,0
222,030060000,0,ROBINSON WOODS,,Common Area,,,,,,,,,,,,,0,0,,,,
223,030060000,0,ROBINSON WOODS,,Common Area,,,,,,,,,,,,,0,0,,,,
224,030060100,1609,CABELL AVE,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Heat Pump,0,2000,6,3,1,2,0,,,No Basement,Hardy Board,1.90,2036
225,030060101,117,ROBINSON WOODS,,Single Family,2.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,1997,7,3,1,2,0,,,No Basement,Hardy Board,2.50,1930
226,030060110,119,ROBINSON WOODS,,Single Family,2.5 Story,B,Architectural Shingles,W/W Carpet,Forced Air,0,1998,6,3,1,2,0,,,No Basement,Hardy Board,2.75,2610
227,030060120,121,ROBINSON WOODS,,Single Family,2 Story,B +,Architectural Shingles,W/W Carpet,Heat Pump,1,2000,8,5,0,4,0,,,No Basement,Hardy Board,2.00,3404
228,030060130,123,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Heat Pump,1,1999,8,4,1,3,0,,,No Basement,Hardy Board,2.66,2587
229,030060140,125,ROBINSON WOODS,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,1999,7,4,1,2,0,,,No Basement,Hardy Board,2.00,2988
230,030060150,112,ROBINSON WOODS,,Single Family,2.5 Story,B +,Architectural Shingles,Hardwood,Heat Pump,2,2000,10,4,1,3,0,912,850,Full Basement,Hardy Board,2.50,2280
231,030060160,110,ROBINSON WOODS,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2000,8,4,1,3,0,1024,1024,Full Basement,Hardy Board,2.50,2724
232,030060170,108,ROBINSON WOODS,,Single Family,1.5 Sty (Avg),B,Architectural Shingles,Hardwood,Heat Pump,1,2000,9,4,1,3,1,1024,824,Full Basement,Hardy Board,1.75,1808
233,030060180,106,ROBINSON WOODS,,Single Family,2.5 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,2000,9,4,1,4,0,1064,888,Full Basement,Hardy Board,2.50,2684
234,030060190,104,ROBINSON WOODS,,Single Family,1.5 Story,B,Shingles,Hardwood,Heat Pump,0,2001,6,3,1,3,0,1024,676,Full Basement,Masonite,1.75,1808
235,030060200,101,ROBINSON WOODS,,Single Family,2.5 Story (Avg),B,Shingles,Hardwood,Heat Pump,0,2000,7,4,1,3,0,,,No Basement,Masonite,2.50,2230
236,030060201,102,ROBINSON WOODS,,Single Family,2.5 Story (Avg),B,Architectural Shingles,Hardwood,Heat Pump,0,2001,6,3,1,2,0,1024,,Full Basement,Masonite,2.5,2560
237,030060210,100,ROBINSON WOODS,,Single Family,2.5 Story (Avg),B,Shingles,Hardwood,Heat Pump,0,2001,6,3,1,3,0,,,No Basement,Masonite,2.50,2258
238,030060300,103,ROBINSON WOODS,,Single Family,2.5 Story,B -,Architectural Shingles,Hardwood,Heat Pump,1,1999,8,4,1,3,0,,,No Basement,Hardy Board,2.50,2421
239,030060400,105,ROBINSON WOODS,,Single Family,2.5 Story (Avg),B,Shingles,Hardwood,Heat Pump,0,2000,8,4,1,3,0,,,No Basement,Masonite,2.5,2520
240,030060500,107,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Heat Pump,0,2000,7,3,1,2,0,,,No Basement,Masonite,2.50,2529
241,030060600,109,ROBINSON WOODS,,Single Family,2.5 Story (Avg),B -,Shingles,Hardwood,Heat Pump,0,2004,13,4,1,5,0,1438,,Partial Basement,Wood,2.50,3734
242,030060700,111,ROBINSON WOODS,,Single Family,2.5 Story (Avg),B,Architectural Shingles,Hardwood,Heat Pump,1,2006,14,6,2,5,0,1620,1610,Full Basement,Hardy Board,2.66,4644
243,030060800,113,ROBINSON WOODS,,Single Family,2.5 Story,B +,Shingles,Hardwood,Forced Air,1,1998,9,4,1,3,0,,,No Basement,Hardy Board,2.50,2315
244,030060900,115,ROBINSON WOODS,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,1,1998,9,4,1,3,0,,,No Basement,Wood,2.50,2150
245,030065000,1208,PRESTON AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1957,6,3,0,2,1,1445,597,Full Basement,Brick Veneer,1.00,1445
246,030066000,1204,PRESTON AVE,,Single Family,1.5 Story,C,Architectural Shingles,Hardwood,Heat Pump,2,1970,7,3,0,3,2,1098,471,Full Basement,Brick Veneer,1.50,1725
247,030067000,1202,PRESTON AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1958,5,2,0,1,0,924,360,Full Basement,Aluminum,1.00,948
248,030067100,1605,CABELL AVE,,Single Family,1 Sty w/ Bsmt,B +,Architectural Shingles,Hardwood,Forced Air,1,1963,8,6,0,3,No dat,1232,1008,Partial Basement,Brick Veneer,1.00,1820
249,030067200,1607,CABELL AVE,,Single Family,2.5 Story,B,Architectural Shingles,None,Heat Pump,0,2001,6,3,1,3,0,,,No Basement,Masonite,2.50,2368
250,030068000,,PRESTON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
251,030068001,,PRESTON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
252,030068002,,PRESTON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
253,030068003,,PRESTON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
254,030068004,,BARBOUR DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
255,030068005,,BARBOUR DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
256,030068006,,BARBOUR DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
257,030068007,,BARBOUR DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
258,030069000,1132,PRESTON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
259,030070000,1138,PRESTON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
260,030071000,103,BARBOUR DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
261,030072000,105,BARBOUR DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
262,030073000,1124,PRESTON AVE,A&B,Duplex,2 Story,D,Metal,Hardwood,Hot Water Radiator,0,1935,7,3,0,1,0,785,0,Full Basement,Asbestos,2.00,1570
263,030073A00,1122,PRESTON AVE,A&B,Duplex,2 Story,B,Shingles,None,Heat Pump,0,2001,14,10,0,6,0,,,No Basement,Vinyl,2.00,3638
264,030074000,107,BARBOUR DR,,Single Family,1 Story,C -,Architectural Shingles,Hardwood,Forced Air,0,1970,4,2,0,1,0,,,No Basement,Wood,1.00,912
265,030075000,106,BARBOUR DR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
266,030076000,104,BARBOUR DR,,Duplex,2 Story,C,Shingles,Hardwood,Heat Pump,1,2004,12,6,2,4,0,,,No Basement,Vinyl,2.00,2508
267,030077000,102,BARBOUR DR,,Duplex,2 Story,C +,Architectural Shingles,Hardwood,Heat Pump,1,2004,12,3,2,4,0,,,No Basement,Vinyl,2.00,2508
268,030078000,100,BARBOUR DR,,Duplex,2 Story,C,Architectural Shingles,Hardwood,Heat Pump,0,2013,13,8,2,4,0,,,No Basement,Hardy Board,2.00,4320
269,030079000,1614,CABELL AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2015,7,3,1,2,No dat,,,No Basement,Hardy Board,2.00,2450
270,030080000,0,AMHERST CMN,,Condo Common Area,,,,,,,,,,,,,0,0,,,,
271,030080100,101,AMHERST CMN,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,2,1999,7,3,0,4,0,1098,762,Full Basement,Wood,2.00,2196
272,030080101,119,AMHERST CMN,,Single Family,2 Story,B +,Shingles,Hardwood,Forced Air,1,1998,6,3,1,2,0,,,No Basement,Hardy Board,2.00,1815
273,030080110,121,AMHERST CMN,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1999,8,4,0,3,0,,,No Basement,Wood,1.66,1425
274,030080200,103,AMHERST CMN,,Single Family,2 Story (Avg),B +,Architectural Shingles,Hardwood,Heat Pump,1,1999,9,3,1,3,0,1096,644,Full Basement,Hardy Board,2.00,2260
275,030080300,105,AMHERST CMN,,Single Family,2.5 Story (Avg),B,Shingles,W/W Carpet,Forced Air,1,1998,8,4,1,3,0,,,No Basement,Hardy Board,2.50,2136
276,030080400,107,AMHERST CMN,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1998,9,4,1,3,0,902,902,Full Basement,Wood,2.00,1840
277,030080500,109,AMHERST CMN,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,1998,6,3,1,2,1,1056,,Full Basement,Wood,1.75,1596
278,030080600,111,AMHERST CMN,,Single Family,2.5 Story,B,Architectural Shingles,W/W Carpet,Heat Pump,0,1998,6,3,1,2,0,,,No Basement,Wood,2.50,2064
279,030080700,113,AMHERST CMN,,Single Family,1.5 Story,B,Architectural Shingles,W/W Carpet,Forced Air,0,1998,7,4,1,2,0,,,No Basement,Vinyl,1.75,1717
280,030080800,115,AMHERST CMN,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,1997,8,4,1,3,0,,,No Basement,Hardy Board,2.50,2336
281,030080900,117,AMHERST CMN,,Single Family,2 Story (Avg),B +,Architectural Shingles,Hardwood,Heat Pump,1,1998,8,4,1,3,0,,,No Basement,Wood,2.00,2644
282,030081000,1114,PRESTON AVE,,Single Family,Split-Foyer,C,Architectural Shingles,Other,Forced Air,0,1972,5,3,0,1,0,1120,470,Full Basement,Brick Veneer,1.00,1120
283,030082000,0,PRESTON AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
284,030089000,1106,PRESTON AVE,A&B,Duplex,2 Sty Attached,B -,Shingles,Hardwood,Forced Air,0,1979,12,6,2,2,0,,,No Basement,Wood,2.00,2416
285,030090000,1108,PRESTON AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Heat Pump,0,2011,6,3,0,2,0,,,No Basement,Vinyl,1.0,1028
286,030090100,1110,PRESTON AVE,,Duplex,1 Sty No Bsmt,D,Shingles,Tile,Baseboard,0,1920,3,1,0,1,0,,,No Basement,Stucco,1.00,480
287,030090100,1110,PRESTON AVE,,Duplex,2.5 Sty Attached,B -,Metal,Hardwood,Heat Pump,No dat,2021,12,10,2,4,No dat,,,No Basement,Metal,2.5,4185
288,030091000,1112,PRESTON AVE,,Single Family,1 Story,D,Shingles,None,Forced Air,0,1925,6,3,0,1,0,,,No Basement,Vinyl,1.00,1363
289,030092100,1044,PRESTON AVE,,Single Family,Split-Level (Avg),C++,Shingles,Hardwood,Forced Air,No dat,1968,No dat,3,1,2,2,858,394,Walkout Basement,Wood,1.0,1562
290,030093000,1104,PRESTON AVE,,Single Family,Split-Foyer,C,Architectural Shingles,Hardwood,Forced Air,1,1963,6,3,0,2,0,1107,600,Walkout Basement,Brick Veneer,1.00,1107
291,030093100,1100,PRESTON AVE,A&B,Duplex,2 Story,C,Shingles,Hardwood,Forced Air,0,1958,9,6,0,3,0,10000,979,Full Basement,Brick Veneer,2.00,2160
292,030093200,1102,PRESTON AVE,A&B,Duplex,1 Story,C,Architectural Shingles,Hardwood,Forced Air,0,1959,5,5,0,2,0,972,900,Full Basement,Brick Veneer,1.00,972
293,030095000,1001,PRESTON AVE,,Clubhouse,,,,,,,,,,,,,0,0,,,,
294,030096000,1011,PRESTON AVE,,Duplex,1 Story,C,Shingles,Hardwood,Gas Wall Unit,0,1962,8,4,0,2,0,0,0,No Basement,Vinyl,1.00,1200
295,030096100,110,ROSSER AVE E,,Single Family,2 Sty No Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,0,2007,7,3,1,2,0,,,No Basement,Hardy Board,2.00,1672
296,030097000,100,ROSSER AVE E,,Single Family,2 Sty No Bsmt,C,Shingles,Hardwood,Forced Air,0,1925,6,3,0,2,0,210,,Cellar,Asbestos,2.00,1456
297,030098000,114,ROSSER AVE E,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1940,4,2,0,1,0,675,0,Full Basement,Aluminum,1.00,675
298,030099000,116,ROSSER AVE E,,Single Family,1 Story,D,Shingles,Hardwood,Heat Pump,0,1925,4,2,0,1,0,0,0,No Basement,Aluminum,1.00,662
299,030100000,118,ROSSER AVE E,,Single Family,1 Story,D,Shingles,Hardwood,Floor Furnace,0,1925,4,2,0,1,0,0,0,No Basement,Asbestos,1.00,679
300,030101000,120,ROSSER AVE E,,Vacant Land,,,,,,,,,,,,,0,0,,,,
301,030102000,122,ROSSER AVE E,,Single Family,1 Story,C,Shingles,Other,Forced Air,0,1925,6,3,0,1,0,0,0,No Basement,Aluminum,1.00,843
302,030103000,124,ROSSER AVE E,,Vacant Land,No Style,C,N/A,Hardwood,Not Applicable,0,0,0,0,0,0,0,,,N/A,Not Applicable,0,843
303,030103000,124,ROSSER AVE E,,Vacant Land,,,,,,,,,,,,,0,0,,,,
304,030104000,126,ROSSER AVE E,,Single Family,1 Story,C,Shingles,W/W Carpet,Forced Air,0,1941,4,2,0,1,0,,,No Basement,Aluminum,1.00,544
305,030105000,128,ROSSER AVE E,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1940,5,2,0,1,0,0,0,No Basement,Aluminum,1.00,841
306,030106000,130,ROSSER AVE E,,Single Family,1 Story,D,Shingles,Hardwood,Forced Air,0,1942,5,3,0,1,0,0,0,No Basement,Concrete Block,1.00,904
307,030108000,200,ROSSER AVE E,,Single Family,1 Story,D,Shingles,None,Forced Air,0,1957,5,0,0,1,0,538,0,Partial Basement,Concrete Block,1.00,871
308,030109000,703,12TH ST NW,,Single Family,1.5 Story,C +,Architectural Shingles,W/W Carpet,Forced Air,0,1959,6,3,0,2,0,395,,Partial Basement,Concrete Block,1.50,1229
309,030110000,705,12TH ST NW,,Single Family,2 Story,C,Shingles,Tile,Forced Air,0,1959,5,3,0,2,0,0,0,No Basement,Aluminum,2.00,1434
