ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024,Z_score
370051000,575000,2020/06/26 04:00:00+00,5,1953.0,1926.0,B,2020,6.5,2020.0,25642,17314.0,8328.0,258.85575,696821,0.6078411775214025
370052000,1350000,2024/05/28 04:00:00+00,4,1956.0,2118.0,B +,2024,7.0,2024.0,26470,17901.0,8569.0,313.69783333333334,1350000,1.8697466330757426
370052000,781830,2018/05/29 04:00:00+00,4,1956.0,2118.0,B +,2018,7.0,2018.0,24639,16777.0,7862.0,251.0995,976737,1.1486233023247852
370052000,849000,2020/11/10 05:00:00+00,4,1956.0,2118.0,B +,2020,7.0,2020.0,25642,17314.0,8328.0,258.85575,1028872,1.2493452191734982
370052000,340475,2017/11/15 05:00:00+00,4,1956.0,2118.0,B +,2017,7.0,2017.0,24360,16655.0,7705.0,245.121,435728,0.10342404055427824
370053000,405000,2011/05/27 04:00:00+00,3,1950.0,1587.0,B +,2011,7.0,2011.0,24297,15762.0,8535.0,224.923,564849,0.35287862241718554
370053000,295000,2004/06/17 04:00:00+00,3,1950.0,1587.0,B +,2004,7.0,2004.0,21691,14129.0,7562.0,188.90833333333333,489871,0.20802530158697927
370053000,589000,2018/03/22 04:00:00+00,3,1950.0,1587.0,B +,2018,7.0,2018.0,24639,16777.0,7862.0,251.0995,735835,0.6832140530164766
370053000,740000,2022/06/28 04:00:00+00,3,1950.0,1587.0,B +,2022,7.0,2022.0,26149,17496.0,8653.0,292.6254166666667,793288,0.7942100497309508
370054000,200000,2003/03/06 05:00:00+00,4,1952.0,1148.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,340975,-0.07963347909981408
370054000,150000,2000/12/05 05:00:00+00,4,1952.0,1148.0,B,2000,6.5,2000.0,20810,13718.0,7092.0,172.1916666666667,273269,-0.2104377008732669
370055000,46000,1988/07/26 04:00:00+00,3,1953.0,1500.0,C++,1988,5.5,1988.0,17168,11197.0,5971.0,118.27499999999999,122004,-0.5026732576416676
370055000,749000,2024/11/07 05:00:00+00,3,1953.0,1500.0,C++,2024,5.5,2024.0,26470,17901.0,8569.0,313.69783333333334,749000,0.7086480999199638
370055000,196000,2003/07/31 04:00:00+00,3,1953.0,1500.0,C++,2003,5.5,2003.0,21446,13829.0,7617.0,184.0,334156,-0.09280740738199254
370055000,338000,2009/09/03 04:00:00+00,3,1953.0,1500.0,C++,2009,5.5,2009.0,24355,15476.0,8879.0,214.56466666666665,494162,0.21631527464150746
370056000,115000,2013/09/19 04:00:00+00,5,2014.0,3254.0,B +,2013,7.0,2013.0,23464,16087.0,7377.0,232.95174999999998,154861,-0.4391953632924174
370056000,536760,2014/07/24 04:00:00+00,5,2014.0,3254.0,B +,2014,7.0,2014.0,23732,16483.0,7249.0,236.715,711321,0.6358543700850611
370057000,55500,1978/08/25 04:00:00+00,3,1955.0,1420.0,B -,1978,6.0,1978.0,16179,10562.0,5617.0,65.24166666666666,266857,-0.2228253278193482
370059000,74500,1988/09/20 04:00:00+00,2,1952.0,925.0,C++,1988,5.5,1988.0,17168,11197.0,5971.0,118.27499999999999,197594,-0.3566375868908435
370061000,144500,1995/06/19 04:00:00+00,4,1958.0,2707.0,B,1995,6.5,1995.0,20025,13108.0,6917.0,152.38333333333333,297469,-0.16368464845667816
370061000,135000,1988/09/01 04:00:00+00,4,1958.0,2707.0,B,1988,6.5,1988.0,17168,11197.0,5971.0,118.27499999999999,358057,-0.046632006315509573
370062000,7500,1971/05/28 04:00:00+00,3,1972.0,1700.0,C++,1971,5.5,1971.0,12351,7617.0,4734.0,40.483333333333334,58116,-0.6261013160214619
370064000,967500,2024/11/01 04:00:00+00,5,2013.0,1456.0,B -,2024,6.0,2024.0,26470,17901.0,8569.0,313.69783333333334,967500,1.1307779326895773
370064000,315000,2007/06/11 04:00:00+00,5,2013.0,1456.0,B -,2007,6.0,2007.0,22534,15079.0,7455.0,207.34416666666667,476573,0.18233430608963228
370064000,22400,1970/04/17 04:00:00+00,5,2013.0,1456.0,B -,1970,6.0,1970.0,10852,6576.0,4276.0,38.84166666666667,180909,-0.3888720777821982
370064000,425000,2017/01/12 05:00:00+00,5,2013.0,1456.0,B -,2017,6.0,2017.0,24360,16655.0,7705.0,245.121,543901,0.3124082529121152
370064000,241900,2006/02/02 05:00:00+00,5,2013.0,1456.0,B -,2006,6.0,2006.0,22371,14678.0,7693.0,201.5583333333333,376484,-0.011032068427886395
370064100,97000,1984/06/13 04:00:00+00,3,1963.0,1869.0,B +,1984,7.0,1984.0,16531,10962.0,5569.0,103.93333333333334,292771,-0.17276092284730352
370064100,450000,2016/11/07 05:00:00+00,3,1963.0,1869.0,B +,2016,7.0,2016.0,23898,16331.0,7567.0,240.00541666666666,588170,0.39793349578112214
370064100,299950,2004/10/12 04:00:00+00,3,1963.0,1869.0,B +,2004,7.0,2004.0,21691,14129.0,7562.0,188.90833333333333,498091,0.22390588385410157
370064100,122500,1988/09/08 04:00:00+00,3,1963.0,1869.0,B +,1988,7.0,1988.0,17168,11197.0,5971.0,118.27499999999999,324903,-0.11068368812623616
370065000,86200,1980/08/28 04:00:00+00,3,1950.0,3188.0,B,1980,6.5,1980.0,16452,11046.0,5406.0,82.38333333333334,328230,-0.10425610939111259
370066000,80000,1984/05/29 04:00:00+00,3,1952.0,1471.0,B,1984,6.5,1984.0,16531,10962.0,5569.0,103.93333333333334,241460,-0.2718909175806748
370066000,113000,1992/10/30 04:00:00+00,3,1952.0,1471.0,B,1992,6.5,1992.0,19867,12614.0,7253.0,140.30833333333334,252642,-0.25028791625330726
370067000,387500,2007/06/15 04:00:00+00,3,1952.0,1984.0,B +,2007,7.0,2007.0,22534,15079.0,7455.0,207.34416666666667,586261,0.3942454140842929
370067000,370000,2005/06/02 04:00:00+00,3,1952.0,1984.0,B +,2005,7.0,2005.0,22071,14213.0,7858.0,195.26666666666665,594408,0.40998496441643956
370067000,125000,1999/06/09 04:00:00+00,3,1952.0,1984.0,B +,1999,7.0,1999.0,20794,13576.0,7218.0,166.58333333333334,235391,-0.28361588762680195
370067000,139250,1999/06/09 04:00:00+00,3,1952.0,1984.0,B +,1999,7.0,1999.0,20794,13576.0,7218.0,166.58333333333334,262225,-0.23177409388520104
370067000,115000,1997/05/23 04:00:00+00,3,1952.0,1984.0,B +,1997,7.0,1997.0,20262,13246.0,7016.0,160.525,224732,-0.3042084820775631
370067000,481250,2016/06/24 04:00:00+00,3,1952.0,1984.0,B +,2016,7.0,2016.0,23898,16331.0,7567.0,240.00541666666666,629015,0.4768437613164762
370068000,345000,2011/06/22 04:00:00+00,4,1962.0,1653.0,B,2011,6.5,2011.0,24297,15762.0,8535.0,224.923,481168,0.19121159021583992
370070100,115000,1993/12/01 05:00:00+00,3,1957.0,1120.0,B,1993,6.5,1993.0,19711,12446.0,7265.0,144.475,249698,-0.2559755603158873
370070100,300000,2013/04/10 04:00:00+00,3,1957.0,1120.0,B,2013,6.5,2013.0,23464,16087.0,7377.0,232.95174999999998,403986,0.04210026411595757
370070100,125000,1995/10/27 04:00:00+00,3,1957.0,1120.0,B,1995,6.5,1995.0,20025,13108.0,6917.0,152.38333333333333,257326,-0.24123868908308815
370070100,245900,2003/08/19 04:00:00+00,3,1957.0,1120.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,419229,0.07154889130546428
370070100,345000,2015/10/20 04:00:00+00,3,1957.0,1120.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,456645,0.14383451978559175
370070100,148000,1999/06/01 04:00:00+00,3,1957.0,1120.0,B,1999,6.5,1999.0,20794,13576.0,7218.0,166.58333333333334,278703,-0.1999395154669965
370070100,265000,2010/02/08 05:00:00+00,3,1957.0,1120.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,381196,-0.0019287468168547345
370071000,700000,2019/09/26 04:00:00+00,4,1956.0,1530.0,B++,2019,7.5,2019.0,25018,17011.0,8007.0,255.65258333333335,858933,0.9210325342717346
370071000,400000,2018/06/07 04:00:00+00,4,1956.0,1530.0,B++,2018,7.5,2018.0,24639,16777.0,7862.0,251.0995,499718,0.22704915725417552
370072000,24500,1990/03/12 04:00:00+00,5,1952.0,2238.0,B++,1990,7.5,1990.0,17662,11304.0,6358.0,130.65833333333333,58822,-0.624737363335259
370072000,739000,2016/06/29 04:00:00+00,5,1952.0,2238.0,B++,2016,7.5,2016.0,23898,16331.0,7567.0,240.00541666666666,965906,1.1276984134518897
370072000,300000,2016/01/20 05:00:00+00,5,1952.0,2238.0,B++,2016,7.5,2016.0,23898,16331.0,7567.0,240.00541666666666,392113,0.01916228926710805
370073000,228000,2001/07/02 04:00:00+00,4,1952.0,2139.0,B,2001,6.5,2001.0,21133,13766.0,7367.0,177.04166666666666,403990,0.042107991893216505
370073000,156900,2000/03/22 04:00:00+00,4,1952.0,2139.0,B,2000,6.5,2000.0,20810,13718.0,7092.0,172.1916666666667,285839,-0.18615316083704703
370074000,875000,2021/12/07 05:00:00+00,4,1954.0,1890.0,B +,2021,7.0,2021.0,26026,17299.0,8727.0,270.96791666666667,1012981,1.2186446920680432
370074000,342150,2003/02/13 05:00:00+00,4,1954.0,1890.0,B +,2003,7.0,2003.0,21446,13829.0,7617.0,184.0,583324,0.388571293631916
370074000,189500,1997/12/11 05:00:00+00,4,1954.0,1890.0,B +,1997,7.0,1997.0,20262,13246.0,7016.0,160.525,370320,-0.022940573183913383
370074000,165000,1994/05/16 04:00:00+00,4,1954.0,1890.0,B +,1994,7.0,1994.0,19724,12568.0,7156.0,148.225,349199,-0.06374516905543284
370074000,835000,2021/08/26 04:00:00+00,4,1954.0,1890.0,B +,2021,7.0,2021.0,26026,17299.0,8727.0,270.96791666666667,966674,1.1291821466856062
370075000,350000,2009/02/26 05:00:00+00,3,1953.0,2600.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,511706,0.25020930569921956
370075000,145000,1997/02/28 05:00:00+00,3,1953.0,2600.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,283358,-0.19094631468190476
370076000,121000,1996/12/30 05:00:00+00,4,1956.0,2010.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,241985,-0.2708766468154389
370076000,375000,2010/08/12 04:00:00+00,4,1956.0,2010.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,539429,0.30376859793662
370076000,89900,1987/05/15 04:00:00+00,4,1956.0,2010.0,B,1987,6.5,1987.0,17034,11097.0,5937.0,113.61666666666667,248215,-0.2588406337346394
370077000,225000,2002/04/09 04:00:00+00,4,1953.0,1381.0,C++,2002,5.5,2002.0,21536,13805.0,7731.0,179.86666666666667,392412,0.019739940617213837
370077000,75000,1982/06/11 04:00:00+00,4,1953.0,1381.0,C++,1982,5.5,1982.0,16446,11104.0,5342.0,96.53333333333335,243722,-0.26752085954074406
370077000,490000,2022/05/06 04:00:00+00,4,1953.0,1381.0,C++,2022,5.5,2022.0,26149,17496.0,8653.0,292.6254166666667,525285,0.2764431775490071
370077000,129500,1998/07/02 04:00:00+00,4,1953.0,1381.0,C++,1998,5.5,1998.0,20448,13370.0,7078.0,163.00833333333333,249213,-0.2569125533085338
370078000,256500,2003/05/19 04:00:00+00,3,1952.0,1474.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,437301,0.1064629889613565
370078000,128500,1996/11/25 05:00:00+00,3,1952.0,1474.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,256984,-0.24189941403872756
370078000,99900,1988/08/01 04:00:00+00,3,1952.0,1474.0,B,1988,6.5,1988.0,17168,11197.0,5971.0,118.27499999999999,264962,-0.22648636229577115
370079000,33000,1972/11/06 05:00:00+00,6,1954.0,1631.0,B,1972,6.5,1972.0,12907,8204.0,4703.0,41.80833333333333,247606,-0.2600171878223131
370083D00,497230,2010/09/14 04:00:00+00,4,2010.0,2584.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,715254,0.6434527070749141
370085100,334000,2016/06/02 04:00:00+00,4,1956.0,1066.0,C++,2016,5.5,2016.0,23898,16331.0,7567.0,240.00541666666666,436552,0.10501596266961993
370085100,479000,2021/04/19 04:00:00+00,4,1956.0,1066.0,C++,2021,5.5,2021.0,26026,17299.0,8727.0,270.96791666666667,554535,0.332952548755008
370085100,111000,1992/06/26 04:00:00+00,4,1956.0,1066.0,C++,1992,5.5,1992.0,19867,12614.0,7253.0,140.30833333333334,248171,-0.25892563928448775
370085100,87500,1989/06/01 04:00:00+00,4,1956.0,1066.0,C++,1989,5.5,1989.0,17444,11199.0,6245.0,123.94166666666666,221463,-0.3105240080424321
370085100,230000,2002/07/30 04:00:00+00,4,1956.0,1066.0,C++,2002,5.5,2002.0,21536,13805.0,7731.0,179.86666666666667,401133,0.036588426986018406
370085100,146000,2000/05/22 04:00:00+00,4,1956.0,1066.0,C++,2000,5.5,2000.0,20810,13718.0,7092.0,172.1916666666667,265981,-0.2245177110390561
370085101,70000,1984/06/15 04:00:00+00,5,1957.0,1329.0,C++,1984,5.5,1984.0,16531,10962.0,5569.0,103.93333333333334,211278,-0.33020086088800876
370085110,84907,1983/04/28 04:00:00+00,6,1964.0,2640.0,B,1983,6.5,1983.0,16379,10967.0,5412.0,99.58333333333333,267465,-0.22165070567598927
370085120,37530,1974/01/14 05:00:00+00,3,1953.0,1242.0,C,1974,4.5,1974.0,14382,9358.0,5024.0,49.31666666666666,238724,-0.27717671722578996
370085130,78000,1989/03/10 05:00:00+00,2,1957.0,1410.0,B,1989,6.5,1989.0,17444,11199.0,6245.0,123.94166666666666,197418,-0.3569776090902369
370085130,75000,2000/05/08 04:00:00+00,2,1957.0,1410.0,B,2000,6.5,2000.0,20810,13718.0,7092.0,172.1916666666667,136634,-0.47440891231709353
370085140,112000,1992/12/11 05:00:00+00,3,1957.0,1356.0,C++,1992,5.5,1992.0,19867,12614.0,7253.0,140.30833333333334,250406,-0.2546077437410549
370085150,300000,2021/11/30 05:00:00+00,3,1956.0,1092.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,347308,-0.06739847575459687
370085150,18186,1967/11/13 05:00:00+00,3,1956.0,1092.0,C +,1967,5.0,1967.0,8597,4821.0,3776.0,33.375,170933,-0.4081451542659953
370085160,144000,1996/03/28 04:00:00+00,5,1958.0,2542.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,287982,-0.1820130041705698
370085170,141000,1996/09/09 04:00:00+00,4,1957.0,2174.0,C++,1996,5.5,1996.0,19789,13129.0,6660.0,156.85833333333332,281983,-0.19360273811466547
370085170,122500,1991/10/01 04:00:00+00,4,1957.0,2174.0,C++,1991,5.5,1991.0,17606,11306.0,6300.0,136.16666666666666,282212,-0.19316032286659116
370085170,305000,2009/05/29 04:00:00+00,4,1957.0,2174.0,C++,2009,5.5,2009.0,24355,15476.0,8879.0,214.56466666666665,445916,0.12310668923279916
370085170,595000,2022/05/04 04:00:00+00,4,1957.0,2174.0,C++,2022,5.5,2022.0,26149,17496.0,8653.0,292.6254166666667,637846,0.4939047615599016
370085180,113000,1992/08/24 04:00:00+00,3,1956.0,1118.0,C +,1992,5.0,1992.0,19867,12614.0,7253.0,140.30833333333334,252642,-0.25028791625330726
370085180,117500,1994/05/31 04:00:00+00,3,1956.0,1118.0,C +,1994,5.0,1994.0,19724,12568.0,7156.0,148.225,248672,-0.25795773518280546
370085190,24900,1970/09/01 04:00:00+00,3,1957.0,1238.0,B,1970,6.5,1970.0,10852,6576.0,4276.0,38.84166666666667,201100,-0.3498641901233823
370085190,195000,2004/09/22 04:00:00+00,3,1957.0,1238.0,B,2004,6.5,2004.0,21691,14129.0,7562.0,188.90833333333333,323813,-0.1127895074292974
370085190,335000,2006/07/14 04:00:00+00,3,1957.0,1238.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,521381,0.2689008669442814
370085190,1,1990/07/02 04:00:00+00,3,1957.0,1238.0,B,1990,6.5,1990.0,17662,11304.0,6358.0,130.65833333333333,2,-0.738374327927976
370085200,65000,1983/08/09 04:00:00+00,3,1955.0,1246.0,B,1983,6.5,1983.0,16379,10967.0,5412.0,99.58333333333333,204756,-0.3428010017087109
370085200,64500,1980/06/02 04:00:00+00,3,1955.0,1246.0,B,1980,6.5,1980.0,16452,11046.0,5406.0,82.38333333333334,245601,-0.2638907361733569
370085201,125000,1999/06/04 04:00:00+00,3,1956.0,1156.0,C +,1999,5.0,1999.0,20794,13576.0,7218.0,166.58333333333334,235391,-0.28361588762680195
370085201,282000,2018/01/30 05:00:00+00,3,1956.0,1156.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,352301,-0.05775227779112466
370085210,295000,2015/03/23 04:00:00+00,3,1956.0,1118.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,390464,0.015976513092109918
370085210,285000,2007/08/09 04:00:00+00,3,1956.0,1118.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,431185,0.09464721753243681
370085220,307000,2009/07/31 04:00:00+00,3,1957.0,1118.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,448840,0.12875569440908452
370085220,330000,2006/06/26 04:00:00+00,3,1957.0,1118.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,513599,0.2538664762870131
370085230,16500,1966/07/15 04:00:00+00,3,1957.0,1025.0,B,1966,6.5,1966.0,7873,4513.0,3360.0,32.47083333333333,159405,-0.43041660832626116
370085230,124000,2000/06/30 04:00:00+00,3,1957.0,1025.0,B,2000,6.5,2000.0,20810,13718.0,7092.0,172.1916666666667,225902,-0.3019481072293231
370085240,116500,1989/11/30 05:00:00+00,3,1956.0,1384.0,B,1989,6.5,1989.0,17444,11199.0,6245.0,123.94166666666666,294862,-0.16872122728519248
370085240,345000,2006/05/16 04:00:00+00,3,1956.0,1384.0,B,2006,6.5,2006.0,22371,14678.0,7693.0,201.5583333333333,536945,0.29896964825881805
370085240,255000,2011/04/21 04:00:00+00,3,1956.0,1384.0,B,2011,6.5,2011.0,24297,15762.0,8535.0,224.923,355645,-0.05129185600265057
370085250,112500,1993/07/16 04:00:00+00,4,1957.0,1300.0,B,1993,6.5,1993.0,19711,12446.0,7265.0,144.475,244270,-0.2664621540562693
370085250,46500,1977/06/29 04:00:00+00,4,1957.0,1300.0,B,1977,6.5,1977.0,15903,10330.0,5573.0,60.61666666666667,240642,-0.2734712480301281
370085250,304500,2005/06/03 04:00:00+00,4,1957.0,1300.0,B,2005,6.5,2005.0,22071,14213.0,7858.0,195.26666666666665,489182,0.2066941919541268
370085250,355917,2009/02/05 05:00:00+00,4,1957.0,1300.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,520357,0.2669225559659927
370085250,290000,2009/07/20 04:00:00+00,4,1957.0,1300.0,B,2009,6.5,2009.0,24355,15476.0,8879.0,214.56466666666665,423985,0.08073721846634428
370085260,30500,1972/08/31 04:00:00+00,3,1956.0,1456.0,B,1972,6.5,1972.0,12907,8204.0,4703.0,41.80833333333333,228848,-0.29625659927811354
370085270,119000,1992/05/15 04:00:00+00,5,1957.0,1358.0,C++,1992,5.5,1992.0,19867,12614.0,7253.0,140.30833333333334,266057,-0.22437088327113625
370085270,98500,1988/10/31 04:00:00+00,5,1957.0,1358.0,C++,1988,5.5,1988.0,17168,11197.0,5971.0,118.27499999999999,261249,-0.23365967153638248
370085270,165000,2001/01/11 05:00:00+00,5,1957.0,1358.0,C++,2001,5.5,2001.0,21133,13766.0,7367.0,177.04166666666666,292361,-0.1735530200163449
370085270,321250,2017/05/03 04:00:00+00,5,1957.0,1358.0,C++,2017,5.5,2017.0,24360,16655.0,7705.0,245.121,411125,0.055892414578851246
370085280,375000,2016/05/05 04:00:00+00,3,1957.0,1407.0,B +,2016,7.0,2016.0,23898,16331.0,7567.0,240.00541666666666,490141,0.20854692655195772
370085280,112500,1993/05/19 04:00:00+00,3,1957.0,1407.0,B +,1993,7.0,1993.0,19711,12446.0,7265.0,144.475,244270,-0.2664621540562693
370085280,265000,2011/06/10 04:00:00+00,3,1957.0,1407.0,B +,2011,7.0,2011.0,24297,15762.0,8535.0,224.923,369592,-0.024347028645040514
370085290,250000,2008/05/06 04:00:00+00,3,1957.0,1804.0,C,2008,4.5,2008.0,22813,15207.0,7606.0,215.25424999999998,364334,-0.03450519185191753
370085290,33000,1971/12/15 05:00:00+00,3,1957.0,1804.0,C,1971,4.5,1971.0,12351,7617.0,4734.0,40.483333333333334,255710,-0.24436071109570004
370085300,87900,1981/06/29 04:00:00+00,4,1955.0,1650.0,B,1981,6.5,1981.0,16420,11053.0,5367.0,90.93333333333334,303233,-0.1525489214265452
370085300,89000,1985/03/01 05:00:00+00,4,1955.0,1650.0,B,1985,6.5,1985.0,16889,11195.0,5694.0,107.60000000000001,259471,-0.23709466852798142
370085301,41250,1974/05/29 04:00:00+00,4,1957.0,1863.0,B,1974,6.5,1974.0,14382,9358.0,5024.0,49.31666666666666,262386,-0.2314630508505287
370085310,85000,1993/11/05 04:00:00+00,3,1957.0,1092.0,B,1993,6.5,1993.0,19711,12446.0,7265.0,144.475,184560,-0.38181854908910046
370085320,290000,2010/05/19 04:00:00+00,3,1957.0,1092.0,C +,2010,5.0,2010.0,24391,15595.0,8796.0,218.0761666666667,417158,0.06754783462964795
370085320,370000,2018/04/05 04:00:00+00,3,1957.0,1092.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,462239,0.15464181628221974
370085320,475000,2021/05/18 04:00:00+00,3,1957.0,1092.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,549904,0.3240057146334699
370085320,375000,2018/06/14 04:00:00+00,3,1957.0,1092.0,C +,2018,5.0,2018.0,24639,16777.0,7862.0,251.0995,468486,0.16671067241636975
370085330,255000,2017/01/05 05:00:00+00,4,1957.0,1664.0,C++,2017,5.5,2017.0,24360,16655.0,7705.0,245.121,326340,-0.10790748414596187
370085330,575000,2024/06/28 04:00:00+00,4,1957.0,1664.0,C++,2024,5.5,2024.0,26470,17901.0,8569.0,313.69783333333334,575000,0.37248978915606124
370085330,151000,2002/01/16 05:00:00+00,4,1957.0,1664.0,C++,2002,5.5,2002.0,21536,13805.0,7731.0,179.86666666666667,263352,-0.2295967926424946
370085340,67000,1999/12/09 05:00:00+00,3,1957.0,1093.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,126169,-0.4946267095707961
370085340,79000,2001/12/27 05:00:00+00,3,1957.0,1093.0,C,2001,4.5,2001.0,21133,13766.0,7367.0,177.04166666666666,139979,-0.46794655858430473
370085340,340000,2007/07/16 04:00:00+00,3,1957.0,1093.0,C,2007,4.5,2007.0,22534,15079.0,7455.0,207.34416666666667,514397,0.2554081678501717
370085340,117000,2002/01/30 05:00:00+00,3,1957.0,1093.0,C,2002,4.5,2002.0,21536,13805.0,7731.0,179.86666666666667,204054,-0.34415722661765497
370085340,161000,2003/01/03 05:00:00+00,3,1957.0,1093.0,C,2003,4.5,2003.0,21446,13829.0,7617.0,184.0,274485,-0.20808845658654906
370085340,64900,1981/06/29 04:00:00+00,3,1957.0,1093.0,C,1981,4.5,1981.0,16420,11053.0,5367.0,90.93333333333334,223889,-0.30583711113488476
370085350,109000,1995/02/28 05:00:00+00,4,1961.0,1118.0,C +,1995,5.0,1995.0,20025,13108.0,6917.0,152.38333333333333,224388,-0.30487307092183197
370085350,165000,2001/05/18 04:00:00+00,4,1961.0,1118.0,C +,2001,5.0,2001.0,21133,13766.0,7367.0,177.04166666666666,292361,-0.1735530200163449
370085350,415000,2021/05/12 04:00:00+00,4,1961.0,1118.0,C +,2021,5.0,2021.0,26026,17299.0,8727.0,270.96791666666667,480442,0.18980899864334227
370085350,100500,1989/10/27 04:00:00+00,4,1961.0,1118.0,C +,1989,5.0,1989.0,17444,11199.0,6245.0,123.94166666666666,254366,-0.24695724425470397
370085360,172000,2014/12/29 05:00:00+00,5,1957.0,1160.0,C +,2014,5.0,2014.0,23732,16483.0,7249.0,236.715,227936,-0.29801853249315197
370085360,345000,2015/08/18 04:00:00+00,5,1957.0,1160.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,456645,0.14383451978559175
370085370,79000,1984/07/06 04:00:00+00,4,1958.0,1650.0,B +,1984,7.0,1984.0,16531,10962.0,5569.0,103.93333333333334,238442,-0.27772152552254525
370085370,255000,2017/03/28 04:00:00+00,4,1958.0,1650.0,B +,2017,7.0,2017.0,24360,16655.0,7705.0,245.121,326340,-0.10790748414596187
370085370,500000,2018/04/11 04:00:00+00,4,1958.0,1650.0,B +,2018,7.0,2018.0,24639,16777.0,7862.0,251.0995,624648,0.46840696049402814
370085370,624900,2023/12/15 05:00:00+00,4,1958.0,1650.0,B +,2023,7.0,2023.0,25944,17618.0,8326.0,304.70416666666665,643344,0.504526591402315
370085380,71900,1986/05/02 04:00:00+00,4,1960.0,1082.0,C,1986,4.5,1986.0,16985,11249.0,5736.0,109.69166666666666,205620,-0.3411318018207798
